index;x;y;z
230;0.799362;1.479034;0.104797
231;0.488556;-0.307510;-0.115005
232;0.320435;0.085449;-0.523865
233;0.411041;0.552368;-0.145981
234;0.176819;1.513596;0.184143
235;-1.080887;3.085709;0.503662
236;-2.510696;2.118073;0.470505
237;-2.176483;1.853134;0.448944
238;-7.505768;3.531052;-2.596970
239;-2.290665;1.363129;-0.343918
240;-0.463181;0.934433;0.121231
241;-0.002304;1.125259;-0.105240
242;0.383255;1.032822;0.099121
243;0.193497;0.965408;-0.035660
244;-0.035675;1.023071;0.409180
245;0.121780;1.497269;0.145828
246;0.638550;2.188614;0.194778
247;1.547836;2.921951;-0.229568
248;-0.070908;1.588333;0.745834
249;-0.025024;0.284912;-0.293777
250;0.278885;0.212646;-0.483994
251;0.411728;0.428116;0.050369
252;0.126236;1.264648;0.264633
253;-0.664673;2.568436;0.454742
254;-2.027771;2.159164;0.379623
255;-2.305862;1.582169;0.725067
256;4.966660;4.171936;1.815750
257;1.707077;0.381577;-0.849625
258;-0.262711;1.010803;0.203156
259;0.127762;1.039581;-0.077179
260;0.118546;0.997086;0.231995
261;0.103210;0.996750;0.039352
262;0.018234;1.072647;0.088669
263;0.180023;1.404770;0.254547
264;0.334030;1.786591;0.310410
265;1.426102;2.552979;0.000977
266;-0.572891;2.362152;-0.329453
267;-0.132004;0.437195;-0.584381
268;1.736481;-0.420914;0.192169
269;0.242249;0.287857;0.159286
270;0.661774;1.014618;0.411285
271;-0.105911;2.624420;0.641968
272;-1.311752;2.388489;0.198593
273;-2.432785;1.788589;0.430374
274;4.733795;3.186264;1.217606
275;2.008560;0.268280;-0.361237
276;-0.131195;0.915833;0.281570
277;-0.018814;1.083206;-0.077164
278;-0.023651;1.034500;0.295227
279;0.271637;1.099442;-0.041962
280;-0.056488;0.995789;0.095627
281;0.137253;1.321533;0.170135
282;0.265991;1.613800;0.398621
283;1.289917;2.603165;0.266693
284;-0.226837;2.618042;-0.487671
285;0.540283;0.618927;-0.280411
286;1.764984;-0.704773;0.194473
287;0.352234;0.306900;-0.117813
288;0.097656;1.167892;0.044037
289;-0.351547;2.684937;0.536163
290;-1.767303;2.500061;0.519150
291;-2.815063;1.828751;0.354614
292;4.542297;2.121155;1.205887
293;2.111359;-0.104553;0.087906
294;-0.109039;0.932938;0.405945
295;-0.002045;1.053604;-0.050034
296;0.090164;1.030853;0.287415
297;0.206940;1.061127;-0.034592
298;0.045197;1.081177;0.033707
299;0.080795;1.255096;0.221756
300;0.188400;1.699921;0.241501
301;1.241684;2.723038;0.291718
302;0.480118;2.092133;-0.082443
303;-0.231857;0.779465;-0.163849
304;1.708893;-0.360504;0.042862
305;0.592545;0.198486;0.088181
306;0.252014;0.891571;0.203445
307;-0.342453;2.191147;0.663620
308;-1.720490;2.537186;0.777359
309;-3.386230;2.041458;0.053482
310;7.417267;4.727722;1.311005
311;1.661057;1.164948;-0.920242
312;-0.467758;0.950546;0.292221
313;0.053589;0.926971;-0.207321
314;-0.018387;1.005219;0.387695
315;0.195251;1.062485;-0.022049
316;0.047638;1.131210;-0.038742
317;0.095627;1.303085;0.332474
318;0.203049;1.764114;0.296585
319;1.457703;2.748062;0.110428
320;-0.507248;2.240845;-0.408600
321;0.015762;0.397797;-0.332733
322;1.304276;-0.388519;0.099686
323;0.598114;0.245285;-0.103165
324;0.267365;0.771683;0.172058
325;-0.085617;1.929901;0.473938
326;-1.189713;2.656372;0.343918
327;-3.296555;1.952194;0.385376
328;1.859772;1.091415;1.677277
329;0.470993;0.127625;1.063950
330;-1.019394;0.743271;1.016876
331;-0.172821;1.033371;0.027969
332;-0.180130;1.047104;0.063263
